ID,latitude,longitude,UserAccessTime(min),UserAccessNum,worktime(min)
1,22.522803,114.218796,37814.583333333336,355,10280.15
2,24.284812,102.999068,11534.783333333333,147,4994.216666666666
3,25.222206,117.086322,915.45,28,822.3833333333333
4,26.139329,103.078562,316791.26666666666,1242,11956.1
5,26.215115,109.744661,33983.85,311,6987.283333333334
6,28.738742,120.640606,1476.0166666666667,67,1103.15
7,28.812629,115.952954,89.75,1,89.75
8,29.151779,120.985563,80.16666666666667,3,80.16666666666667
9,29.263844,115.023159,15281.183333333332,440,5280.883333333333
10,29.526266,119.910488,15878.666666666666,261,7458.216666666666
11,30.442177,120.618727,5649.166666666667,117,2784.633333333333
12,30.679943,104.067923,18.95,1,18.95
13,30.705762,121.33512,8497.933333333332,225,4080.0333333333333
14,30.715526,121.351073,72982.21666666666,563,10755.816666666668
15,30.716044,121.291037,1441.05,22,1108.8166666666666
16,30.716187,121.349498,71137.23333333334,687,9404.683333333332
17,30.718108,121.283169,3022.9666666666667,46,2210.8
18,30.718302,121.314644,8289.466666666667,93,3840.766666666667
19,30.719537,121.355948,54574.96666666667,482,11138.716666666667
20,30.719644,121.345988,1558.5166666666667,14,1018.6166666666667
21,30.721392,121.345766,727.6833333333333,12,376.31666666666666
22,30.723654,121.330778,24300.0,310,7283.05
23,30.72456,121.344043,49802.15,394,8873.216666666667
24,30.730296,121.342643,5793.7,85,3386.366666666667
25,30.730789,121.343497,163.95,6,163.95
26,30.731903,121.334173,115985.25,704,11586.183333333332
27,30.733903,121.341904,6387.583333333333,38,4431.616666666667
28,30.73407,121.350673,54878.38333333333,456,8876.466666666667
29,30.734301,121.25722,3404.1833333333334,73,1991.5666666666666
30,30.735262,121.351726,175.46666666666667,1,175.46666666666667
31,30.735272,121.380359,87.3,2,43.65
32,30.735389,121.358248,1307.7666666666667,31,852.0833333333334
33,30.736093,121.355957,1009.6166666666667,10,586.6
34,30.736314,121.354852,2606.0,74,1543.9166666666667
35,30.738649,121.382934,2125.016666666667,30,1303.2666666666667
36,30.739639,121.373695,11702.333333333334,130,3976.4166666666665
37,30.739797,121.32739,21706.85,387,7082.0
38,30.741272,121.3348,6882.933333333333,328,3377.1833333333334
39,30.74139,121.380141,118370.31666666667,833,13283.5
40,30.741693,121.367052,30757.85,235,8544.55
41,30.746286,121.344028,17299.933333333334,403,6547.066666666667
42,30.747024,121.287991,6114.683333333333,105,2964.233333333333
43,30.747936,121.348822,1127.2666666666667,11,513.3333333333334
44,30.749894,121.270796,646.4166666666666,18,620.5666666666667
45,30.750457,121.376839,3965.233333333333,134,2461.5333333333333
46,30.751838,121.360056,11454.383333333333,191,6992.1
47,30.758612,121.320541,315.1,9,315.1
48,30.763589,121.264689,9220.95,145,3400.0833333333335
49,30.763912,121.333802,753.15,13,575.2166666666667
50,30.7653,121.292527,125.55,3,125.55
51,30.766975,121.362906,12087.083333333334,126,5778.083333333333
52,30.770905,121.407376,1066.3666666666666,19,1007.3666666666667
53,30.771941,121.373524,55772.05,376,11477.033333333333
54,30.773575,121.14093,897.3666666666667,15,717.3833333333333
55,30.774911,121.259927,11657.1,184,4193.383333333333
56,30.77648,121.358227,4059.8,43,2531.0833333333335
57,30.779826,121.376806,1384.95,36,688.6
58,30.781368,121.418953,1484.4833333333333,25,1265.85
59,30.781759,121.168333,1204.2166666666667,61,974.5833333333334
60,30.7834,121.299618,199.41666666666666,15,135.28333333333333
61,30.790922,121.348126,12487.966666666667,98,4910.233333333334
62,30.793053,121.176224,1113.6,29,824.0166666666667
63,30.795602,121.152307,3773.5,128,2372.0666666666666
64,30.796356,121.199264,1335.6833333333334,80,1055.2
